starting_times,source_nodes,target_nodes,ending_times,durations
9920.0,86,90,9940.0,20.0
9920.0,85,94,9940.0,20.0
9920.0,85,72,9940.0,20.0
9920.0,22,3,9940.0,20.0
9920.0,101,108,9940.0,20.0
9920.0,158,146,9940.0,20.0
9920.0,109,117,9940.0,20.0
9920.0,108,113,9940.0,20.0
9920.0,235,107,9940.0,20.0
9920.0,107,113,9940.0,20.0
9920.0,3,16,9940.0,20.0
9920.0,117,110,9940.0,20.0
9920.0,95,72,9940.0,20.0
9920.0,95,73,9940.0,20.0
9920.0,72,89,9940.0,20.0
9920.0,72,90,9940.0,20.0
9920.0,74,75,9940.0,20.0
9940.0,218,229,9960.0,20.0
9940.0,150,146,9960.0,20.0
9940.0,148,146,9960.0,20.0
9940.0,125,131,9960.0,20.0
9940.0,138,139,9960.0,20.0
9940.0,241,93,9960.0,20.0
9940.0,40,46,9960.0,20.0
9940.0,23,44,9960.0,20.0
9940.0,26,37,9960.0,20.0
9940.0,31,46,9960.0,20.0
9940.0,34,32,9960.0,20.0
9940.0,39,236,9960.0,20.0
9940.0,39,47,9960.0,20.0
9940.0,88,95,9960.0,20.0
9940.0,88,89,9960.0,20.0
9940.0,88,90,9960.0,20.0
9940.0,87,94,9960.0,20.0
9940.0,87,78,9960.0,20.0
9940.0,87,72,9960.0,20.0
9940.0,86,90,9960.0,20.0
9940.0,94,79,9960.0,20.0
9940.0,94,89,9960.0,20.0
9940.0,106,101,9960.0,20.0
9940.0,101,108,9960.0,20.0
9940.0,158,146,9960.0,20.0
9940.0,109,117,9960.0,20.0
9940.0,109,110,9960.0,20.0
9940.0,79,71,9960.0,20.0
9940.0,108,114,9960.0,20.0
9940.0,78,72,9960.0,20.0
9940.0,115,97,9960.0,20.0
9940.0,0,3,9960.0,20.0
9940.0,117,110,9960.0,20.0
9940.0,95,72,9960.0,20.0
9940.0,72,71,9960.0,20.0
9940.0,76,89,9960.0,20.0
9940.0,84,93,9960.0,20.0
9940.0,91,93,9960.0,20.0
9960.0,220,227,9980.0,20.0
9960.0,145,162,9980.0,20.0
9960.0,148,146,9980.0,20.0
9960.0,125,131,9980.0,20.0
9960.0,126,130,9980.0,20.0
9960.0,54,58,9980.0,20.0
9960.0,69,58,9980.0,20.0
9960.0,58,70,9980.0,20.0
9960.0,25,45,9980.0,20.0
9960.0,39,236,9980.0,20.0
9960.0,32,236,9980.0,20.0
9960.0,88,86,9980.0,20.0
9960.0,88,76,9980.0,20.0
9960.0,88,89,9980.0,20.0
9960.0,87,79,9980.0,20.0
9960.0,86,76,9980.0,20.0
9960.0,94,89,9980.0,20.0
9960.0,98,111,9980.0,20.0
9960.0,101,108,9980.0,20.0
9960.0,109,117,9980.0,20.0
9960.0,109,97,9980.0,20.0
9960.0,78,72,9980.0,20.0
9960.0,78,71,9980.0,20.0
9960.0,236,47,9980.0,20.0
9960.0,115,97,9980.0,20.0
9960.0,0,3,9980.0,20.0
9960.0,0,16,9980.0,20.0
9960.0,117,97,9980.0,20.0
9960.0,95,72,9980.0,20.0
9960.0,95,73,9980.0,20.0
9960.0,72,71,9980.0,20.0
9960.0,76,89,9980.0,20.0
9980.0,150,146,10000.0,20.0
9980.0,160,159,10000.0,20.0
9980.0,125,131,10000.0,20.0
9980.0,126,130,10000.0,20.0
9980.0,130,131,10000.0,20.0
9980.0,54,58,10000.0,20.0
9980.0,54,48,10000.0,20.0
9980.0,43,28,10000.0,20.0
9980.0,25,45,10000.0,20.0
9980.0,88,89,10000.0,20.0
9980.0,88,90,10000.0,20.0
9980.0,87,79,10000.0,20.0
9980.0,86,76,10000.0,20.0
9980.0,86,90,10000.0,20.0
9980.0,98,111,10000.0,20.0
9980.0,98,103,10000.0,20.0
9980.0,79,71,10000.0,20.0
9980.0,78,95,10000.0,20.0
9980.0,78,71,10000.0,20.0
9980.0,104,97,10000.0,20.0
9980.0,95,90,10000.0,20.0
9980.0,72,71,10000.0,20.0
9980.0,76,90,10000.0,20.0
10000.0,220,227,10020.0,20.0
10000.0,144,158,10020.0,20.0
10000.0,143,150,10020.0,20.0
10000.0,143,160,10020.0,20.0
10000.0,143,232,10020.0,20.0
10000.0,125,131,10020.0,20.0
10000.0,127,131,10020.0,20.0
10000.0,126,130,10020.0,20.0
10000.0,130,131,10020.0,20.0
10000.0,54,58,10020.0,20.0
10000.0,43,44,10020.0,20.0
10000.0,25,45,10020.0,20.0
10000.0,88,90,10020.0,20.0
10000.0,86,72,10020.0,20.0
10000.0,86,76,10020.0,20.0
10000.0,85,79,10020.0,20.0
10000.0,22,3,10020.0,20.0
10000.0,94,76,10020.0,20.0
10000.0,98,116,10020.0,20.0
10000.0,99,105,10020.0,20.0
10000.0,101,235,10020.0,20.0
10000.0,109,117,10020.0,20.0
10000.0,79,89,10020.0,20.0
10000.0,78,95,10020.0,20.0
10000.0,95,72,10020.0,20.0
10000.0,95,73,10020.0,20.0
10000.0,89,90,10020.0,20.0
10020.0,188,199,10040.0,20.0
10020.0,150,146,10040.0,20.0
10020.0,125,127,10040.0,20.0
10020.0,125,131,10040.0,20.0
10020.0,127,131,10040.0,20.0
10020.0,130,131,10040.0,20.0
10020.0,54,58,10040.0,20.0
10020.0,241,92,10040.0,20.0
10020.0,43,44,10040.0,20.0
10020.0,24,34,10040.0,20.0
10020.0,25,45,10040.0,20.0
10020.0,32,236,10040.0,20.0
10020.0,88,87,10040.0,20.0
10020.0,87,85,10040.0,20.0
10020.0,86,79,10040.0,20.0
10020.0,86,72,10040.0,20.0
10020.0,22,3,10040.0,20.0
10020.0,83,93,10040.0,20.0
10020.0,80,91,10040.0,20.0
10020.0,78,73,10040.0,20.0
10020.0,78,71,10040.0,20.0
10020.0,236,46,10040.0,20.0
10020.0,77,84,10040.0,20.0
10020.0,104,97,10040.0,20.0
10020.0,93,82,10040.0,20.0
10040.0,212,231,10060.0,20.0
10040.0,188,239,10060.0,20.0
10040.0,144,158,10060.0,20.0
10040.0,143,151,10060.0,20.0
10040.0,143,147,10060.0,20.0
10040.0,150,148,10060.0,20.0
10040.0,125,127,10060.0,20.0
10040.0,125,131,10060.0,20.0
10040.0,127,130,10060.0,20.0
10040.0,130,131,10060.0,20.0
10040.0,50,70,10060.0,20.0
10040.0,52,68,10060.0,20.0
10040.0,53,61,10060.0,20.0
10040.0,40,27,10060.0,20.0
10040.0,43,44,10060.0,20.0
10040.0,24,236,10060.0,20.0
10040.0,24,46,10060.0,20.0
10040.0,25,45,10060.0,20.0
10040.0,34,46,10060.0,20.0
10040.0,88,89,10060.0,20.0
10040.0,87,85,10060.0,20.0
10040.0,87,79,10060.0,20.0
10040.0,96,75,10060.0,20.0
10040.0,86,79,10060.0,20.0
10040.0,94,89,10060.0,20.0
10040.0,83,93,10060.0,20.0
10040.0,81,91,10060.0,20.0
10040.0,80,91,10060.0,20.0
10040.0,80,92,10060.0,20.0
10040.0,111,103,10060.0,20.0
10040.0,72,89,10060.0,20.0
10040.0,72,71,10060.0,20.0
10040.0,76,90,10060.0,20.0
10040.0,89,90,10060.0,20.0
10040.0,93,82,10060.0,20.0
10060.0,189,239,10080.0,20.0
10060.0,143,158,10080.0,20.0
10060.0,151,157,10080.0,20.0
10060.0,148,158,10080.0,20.0
10060.0,125,131,10080.0,20.0
10060.0,127,131,10080.0,20.0
10060.0,52,68,10080.0,20.0
10060.0,53,64,10080.0,20.0
10060.0,53,61,10080.0,20.0
10060.0,64,61,10080.0,20.0
10060.0,24,34,10080.0,20.0
10060.0,24,46,10080.0,20.0
10060.0,27,31,10080.0,20.0
10060.0,27,44,10080.0,20.0
10060.0,34,236,10080.0,20.0
10060.0,34,46,10080.0,20.0
10060.0,39,47,10080.0,20.0
10060.0,88,89,10080.0,20.0
10060.0,87,79,10080.0,20.0
10060.0,86,90,10080.0,20.0
10060.0,94,72,10080.0,20.0
10060.0,94,76,10080.0,20.0
10060.0,98,111,10080.0,20.0
10060.0,158,146,10080.0,20.0
10060.0,78,95,10080.0,20.0
10060.0,78,73,10080.0,20.0
10060.0,78,71,10080.0,20.0
10060.0,236,46,10080.0,20.0
10060.0,234,1,10080.0,20.0
10060.0,17,12,10080.0,20.0
10060.0,114,104,10080.0,20.0
10060.0,171,168,10080.0,20.0
10060.0,95,73,10080.0,20.0
10060.0,95,71,10080.0,20.0
10060.0,73,71,10080.0,20.0
10080.0,150,148,10100.0,20.0
10080.0,125,131,10100.0,20.0
10080.0,127,131,10100.0,20.0
10080.0,129,131,10100.0,20.0
10080.0,52,68,10100.0,20.0
10080.0,53,61,10100.0,20.0
10080.0,232,158,10100.0,20.0
10080.0,23,32,10100.0,20.0
10080.0,24,26,10100.0,20.0
10080.0,24,27,10100.0,20.0
10080.0,24,31,10100.0,20.0
10080.0,26,38,10100.0,20.0
10080.0,27,38,10100.0,20.0
10080.0,41,46,10100.0,20.0
10080.0,33,44,10100.0,20.0
10080.0,36,46,10100.0,20.0
10080.0,39,46,10100.0,20.0
10080.0,39,47,10100.0,20.0
10080.0,32,46,10100.0,20.0
10080.0,32,45,10100.0,20.0
10080.0,88,89,10100.0,20.0
10080.0,87,72,10100.0,20.0
10080.0,94,79,10100.0,20.0
10080.0,94,89,10100.0,20.0
10080.0,81,91,10100.0,20.0
10080.0,98,111,10100.0,20.0
10080.0,101,110,10100.0,20.0
10080.0,78,95,10100.0,20.0
10080.0,78,71,10100.0,20.0
10080.0,236,47,10100.0,20.0
10080.0,17,12,10100.0,20.0
10080.0,44,45,10100.0,20.0
10080.0,9,6,10100.0,20.0
10080.0,171,168,10100.0,20.0
10080.0,95,71,10100.0,20.0
10080.0,73,71,10100.0,20.0
10080.0,49,61,10100.0,20.0
10100.0,143,232,10120.0,20.0
10100.0,125,131,10120.0,20.0
10100.0,126,130,10120.0,20.0
10100.0,130,131,10120.0,20.0
10100.0,53,61,10120.0,20.0
10100.0,54,48,10120.0,20.0
10100.0,64,61,10120.0,20.0
10100.0,40,46,10120.0,20.0
10100.0,43,44,10120.0,20.0
10100.0,23,25,10120.0,20.0
10100.0,23,32,10120.0,20.0
10100.0,24,26,10120.0,20.0
10100.0,25,236,10120.0,20.0
10100.0,26,37,10120.0,20.0
10100.0,42,46,10120.0,20.0
10100.0,34,236,10120.0,20.0
10100.0,34,44,10120.0,20.0
10100.0,39,47,10120.0,20.0
10100.0,137,139,10120.0,20.0
10100.0,88,89,10120.0,20.0
10100.0,87,94,10120.0,20.0
10100.0,86,94,10120.0,20.0
10100.0,94,79,10120.0,20.0
10100.0,81,91,10120.0,20.0
10100.0,101,110,10120.0,20.0
10100.0,78,95,10120.0,20.0
10100.0,78,73,10120.0,20.0
10100.0,78,71,10120.0,20.0
10100.0,236,45,10120.0,20.0
10100.0,115,97,10120.0,20.0
10100.0,29,46,10120.0,20.0
10100.0,171,180,10120.0,20.0
10100.0,103,112,10120.0,20.0
10100.0,95,73,10120.0,20.0
10100.0,95,71,10120.0,20.0
10100.0,72,89,10120.0,20.0
10100.0,73,71,10120.0,20.0
10100.0,168,180,10120.0,20.0
10100.0,49,61,10120.0,20.0
10120.0,144,232,10140.0,20.0
10120.0,144,158,10140.0,20.0
10120.0,143,153,10140.0,20.0
10120.0,233,179,10140.0,20.0
10120.0,150,146,10140.0,20.0
10120.0,161,152,10140.0,20.0
10120.0,125,131,10140.0,20.0
10120.0,130,131,10140.0,20.0
10120.0,130,139,10140.0,20.0
10120.0,53,61,10140.0,20.0
10120.0,162,146,10140.0,20.0
10120.0,64,61,10140.0,20.0
10120.0,23,25,10140.0,20.0
10120.0,26,37,10140.0,20.0
10120.0,36,236,10140.0,20.0
10120.0,137,139,10140.0,20.0
10120.0,88,72,10140.0,20.0
10120.0,88,89,10140.0,20.0
10120.0,86,94,10140.0,20.0
10120.0,86,79,10140.0,20.0
10120.0,86,89,10140.0,20.0
10120.0,94,79,10140.0,20.0
10120.0,94,72,10140.0,20.0
10120.0,158,146,10140.0,20.0
10120.0,235,107,10140.0,20.0
10120.0,17,12,10140.0,20.0
10120.0,171,180,10140.0,20.0
10120.0,95,73,10140.0,20.0
10120.0,72,89,10140.0,20.0
10120.0,90,71,10140.0,20.0
10120.0,49,61,10140.0,20.0
10140.0,188,187,10160.0,20.0
10140.0,144,158,10160.0,20.0
10140.0,150,146,10160.0,20.0
10140.0,125,130,10160.0,20.0
10140.0,125,131,10160.0,20.0
10140.0,127,130,10160.0,20.0
10140.0,138,128,10160.0,20.0
10140.0,52,68,10160.0,20.0
10140.0,69,57,10160.0,20.0
10140.0,26,37,10160.0,20.0
10140.0,39,47,10160.0,20.0
10140.0,88,87,10160.0,20.0
10140.0,88,72,10160.0,20.0
10140.0,88,89,10160.0,20.0
10140.0,87,89,10160.0,20.0
10140.0,96,82,10160.0,20.0
10140.0,22,3,10160.0,20.0
10140.0,81,91,10160.0,20.0
10140.0,101,112,10160.0,20.0
10140.0,78,95,10160.0,20.0
10140.0,78,73,10160.0,20.0
10140.0,17,12,10160.0,20.0
10140.0,171,180,10160.0,20.0
10140.0,95,73,10160.0,20.0
10140.0,168,180,10160.0,20.0
10160.0,233,168,10180.0,20.0
10160.0,150,146,10180.0,20.0
10160.0,125,127,10180.0,20.0
10160.0,125,131,10180.0,20.0
10160.0,126,130,10180.0,20.0
10160.0,130,131,10180.0,20.0
10160.0,55,65,10180.0,20.0
10160.0,162,146,10180.0,20.0
10160.0,69,58,10180.0,20.0
10160.0,64,61,10180.0,20.0
10160.0,241,82,10180.0,20.0
10160.0,31,236,10180.0,20.0
10160.0,37,236,10180.0,20.0
10160.0,38,236,10180.0,20.0
10160.0,39,47,10180.0,20.0
10160.0,88,87,10180.0,20.0
10160.0,88,73,10180.0,20.0
10160.0,88,89,10180.0,20.0
10160.0,87,89,10180.0,20.0
10160.0,86,94,10180.0,20.0
10160.0,86,79,10180.0,20.0
10160.0,86,76,10180.0,20.0
10160.0,22,3,10180.0,20.0
10160.0,94,79,10180.0,20.0
10160.0,94,90,10180.0,20.0
10160.0,101,105,10180.0,20.0
10160.0,101,112,10180.0,20.0
10160.0,79,90,10180.0,20.0
10160.0,78,72,10180.0,20.0
10160.0,235,107,10180.0,20.0
10160.0,17,12,10180.0,20.0
10160.0,118,104,10180.0,20.0
10160.0,116,103,10180.0,20.0
10160.0,171,168,10180.0,20.0
10160.0,171,180,10180.0,20.0
10160.0,95,73,10180.0,20.0
10160.0,75,82,10180.0,20.0
10160.0,168,180,10180.0,20.0
10180.0,191,197,10200.0,20.0
10180.0,144,158,10200.0,20.0
10180.0,143,145,10200.0,20.0
10180.0,125,127,10200.0,20.0
10180.0,125,131,10200.0,20.0
10180.0,126,130,10200.0,20.0
10180.0,140,133,10200.0,20.0
10180.0,130,131,10200.0,20.0
10180.0,52,68,10200.0,20.0
10180.0,162,146,10200.0,20.0
10180.0,64,61,10200.0,20.0
10180.0,40,46,10200.0,20.0
10180.0,26,37,10200.0,20.0
10180.0,30,46,10200.0,20.0
10180.0,31,236,10200.0,20.0
10180.0,39,47,10200.0,20.0
10180.0,88,89,10200.0,20.0
10180.0,87,89,10200.0,20.0
10180.0,87,71,10200.0,20.0
10180.0,96,82,10200.0,20.0
10180.0,86,90,10200.0,20.0
10180.0,22,3,10200.0,20.0
10180.0,94,78,10200.0,20.0
10180.0,94,72,10200.0,20.0
10180.0,101,105,10200.0,20.0
10180.0,158,146,10200.0,20.0
10180.0,79,72,10200.0,20.0
10180.0,78,72,10200.0,20.0
10180.0,78,76,10200.0,20.0
10180.0,235,107,10200.0,20.0
10180.0,29,46,10200.0,20.0
10180.0,17,12,10200.0,20.0
10180.0,171,168,10200.0,20.0
10180.0,171,180,10200.0,20.0
10180.0,95,73,10200.0,20.0
10180.0,89,71,10200.0,20.0
10180.0,168,180,10200.0,20.0
10200.0,143,145,10220.0,20.0
10200.0,125,127,10220.0,20.0
10200.0,125,131,10220.0,20.0
10200.0,126,130,10220.0,20.0
10200.0,126,131,10220.0,20.0
10200.0,130,131,10220.0,20.0
10200.0,52,68,10220.0,20.0
10200.0,54,48,10220.0,20.0
10200.0,56,62,10220.0,20.0
10200.0,162,146,10220.0,20.0
10200.0,40,29,10220.0,20.0
10200.0,23,32,10220.0,20.0
10200.0,23,236,10220.0,20.0
10200.0,36,236,10220.0,20.0
10200.0,88,95,10220.0,20.0
10200.0,88,89,10220.0,20.0
10200.0,87,89,10220.0,20.0
10200.0,96,75,10220.0,20.0
10200.0,86,94,10220.0,20.0
10200.0,86,79,10220.0,20.0
10200.0,86,90,10220.0,20.0
10200.0,85,94,10220.0,20.0
10200.0,101,235,10220.0,20.0
10200.0,105,110,10220.0,20.0
10200.0,79,72,10220.0,20.0
10200.0,115,97,10220.0,20.0
10200.0,17,12,10220.0,20.0
10200.0,44,45,10220.0,20.0
10200.0,171,180,10220.0,20.0
10200.0,110,112,10220.0,20.0
10200.0,104,97,10220.0,20.0
10200.0,95,73,10220.0,20.0
10200.0,95,71,10220.0,20.0
10220.0,217,225,10240.0,20.0
10220.0,148,162,10240.0,20.0
10220.0,125,127,10240.0,20.0
10220.0,125,131,10240.0,20.0
10220.0,127,126,10240.0,20.0
10220.0,126,130,10240.0,20.0
10220.0,130,131,10240.0,20.0
10220.0,53,64,10240.0,20.0
10220.0,54,58,10240.0,20.0
10220.0,54,48,10240.0,20.0
10220.0,64,61,10240.0,20.0
10220.0,40,29,10240.0,20.0
10220.0,43,44,10240.0,20.0
10220.0,23,25,10240.0,20.0
10220.0,41,29,10240.0,20.0
10220.0,88,87,10240.0,20.0
10220.0,88,89,10240.0,20.0
10220.0,88,71,10240.0,20.0
10220.0,87,89,10240.0,20.0
10220.0,87,71,10240.0,20.0
10220.0,86,94,10240.0,20.0
10220.0,86,79,10240.0,20.0
10220.0,86,78,10240.0,20.0
10220.0,86,90,10240.0,20.0
10220.0,22,3,10240.0,20.0
10220.0,94,90,10240.0,20.0
10220.0,235,107,10240.0,20.0
10220.0,17,12,10240.0,20.0
10220.0,119,103,10240.0,20.0
10220.0,95,72,10240.0,20.0
10220.0,95,73,10240.0,20.0
10220.0,72,73,10240.0,20.0
10220.0,73,71,10240.0,20.0
10240.0,217,225,10260.0,20.0
10240.0,190,202,10260.0,20.0
10240.0,151,152,10260.0,20.0
10240.0,148,146,10260.0,20.0
10240.0,125,127,10260.0,20.0
10240.0,125,131,10260.0,20.0
10240.0,127,131,10260.0,20.0
10240.0,130,131,10260.0,20.0
10240.0,129,131,10260.0,20.0
10240.0,185,181,10260.0,20.0
10240.0,52,68,10260.0,20.0
10240.0,64,61,10260.0,20.0
10240.0,40,29,10260.0,20.0
10240.0,43,33,10260.0,20.0
10240.0,43,37,10260.0,20.0
10240.0,43,44,10260.0,20.0
10240.0,24,236,10260.0,20.0
10240.0,26,38,10260.0,20.0
10240.0,30,29,10260.0,20.0
10240.0,31,46,10260.0,20.0
10240.0,42,46,10260.0,20.0
10240.0,41,29,10260.0,20.0
10240.0,35,45,10260.0,20.0
10240.0,32,236,10260.0,20.0
10240.0,32,44,10260.0,20.0
10240.0,32,45,10260.0,20.0
10240.0,88,87,10260.0,20.0
10240.0,96,92,10260.0,20.0
10240.0,86,90,10260.0,20.0
10240.0,81,91,10260.0,20.0
10240.0,105,103,10260.0,20.0
10240.0,235,107,10260.0,20.0
10240.0,95,73,10260.0,20.0
10240.0,73,71,10260.0,20.0
10240.0,75,92,10260.0,20.0
10240.0,93,82,10260.0,20.0
10260.0,125,131,10280.0,20.0
10260.0,126,130,10280.0,20.0
10260.0,129,131,10280.0,20.0
10260.0,54,58,10280.0,20.0
10260.0,69,58,10280.0,20.0
10260.0,42,46,10280.0,20.0
10260.0,88,87,10280.0,20.0
10260.0,22,3,10280.0,20.0
10260.0,81,91,10280.0,20.0
10260.0,98,111,10280.0,20.0
10260.0,105,103,10280.0,20.0
10260.0,3,16,10280.0,20.0
10260.0,17,12,10280.0,20.0
10260.0,171,168,10280.0,20.0
10260.0,95,71,10280.0,20.0
10260.0,238,57,10280.0,20.0
10260.0,73,71,10280.0,20.0
10280.0,191,197,10300.0,20.0
10280.0,233,181,10300.0,20.0
10280.0,150,148,10300.0,20.0
10280.0,125,131,10300.0,20.0
10280.0,52,68,10300.0,20.0
10280.0,53,64,10300.0,20.0
10280.0,54,58,10300.0,20.0
10280.0,54,48,10300.0,20.0
10280.0,55,65,10300.0,20.0
10280.0,162,158,10300.0,20.0
10280.0,96,75,10300.0,20.0
10280.0,96,93,10300.0,20.0
10280.0,81,91,10300.0,20.0
10280.0,105,103,10300.0,20.0
10280.0,171,168,10300.0,20.0
10280.0,175,163,10300.0,20.0
10280.0,75,93,10300.0,20.0
10300.0,191,197,10320.0,20.0
10300.0,140,129,10320.0,20.0
10300.0,140,131,10320.0,20.0
10300.0,130,131,10320.0,20.0
10300.0,53,61,10320.0,20.0
10300.0,162,146,10320.0,20.0
10300.0,64,61,10320.0,20.0
10300.0,241,93,10320.0,20.0
10300.0,43,37,10320.0,20.0
10300.0,28,33,10320.0,20.0
10300.0,96,75,10320.0,20.0
10300.0,96,93,10320.0,20.0
10300.0,22,3,10320.0,20.0
10300.0,158,146,10320.0,20.0
10300.0,105,103,10320.0,20.0
10300.0,109,111,10320.0,20.0
10300.0,235,107,10320.0,20.0
10300.0,235,116,10320.0,20.0
10300.0,116,119,10320.0,20.0
10300.0,171,168,10320.0,20.0
10300.0,95,73,10320.0,20.0
10300.0,238,57,10320.0,20.0
10300.0,75,93,10320.0,20.0
10320.0,188,206,10340.0,20.0
10320.0,227,222,10340.0,20.0
10320.0,205,204,10340.0,20.0
10320.0,130,131,10340.0,20.0
10320.0,53,61,10340.0,20.0
10320.0,54,58,10340.0,20.0
10320.0,64,61,10340.0,20.0
10320.0,26,37,10340.0,20.0
10320.0,39,236,10340.0,20.0
10320.0,137,139,10340.0,20.0
10320.0,237,120,10340.0,20.0
10320.0,158,146,10340.0,20.0
10320.0,109,111,10340.0,20.0
10320.0,235,107,10340.0,20.0
10320.0,93,82,10340.0,20.0
10340.0,190,200,10360.0,20.0
10340.0,188,187,10360.0,20.0
10340.0,188,206,10360.0,20.0
10340.0,143,145,10360.0,20.0
10340.0,161,158,10360.0,20.0
10340.0,125,131,10360.0,20.0
10340.0,127,126,10360.0,20.0
10340.0,127,131,10360.0,20.0
10340.0,54,58,10360.0,20.0
10340.0,54,48,10360.0,20.0
10340.0,162,158,10360.0,20.0
10340.0,162,146,10360.0,20.0
10340.0,64,61,10360.0,20.0
10340.0,26,37,10360.0,20.0
10340.0,239,195,10360.0,20.0
10340.0,36,236,10360.0,20.0
10340.0,137,139,10360.0,20.0
10340.0,94,90,10360.0,20.0
10340.0,81,91,10360.0,20.0
10340.0,158,146,10360.0,20.0
10340.0,105,103,10360.0,20.0
10340.0,238,67,10360.0,20.0
10340.0,93,82,10360.0,20.0
10360.0,196,188,10380.0,20.0
10360.0,190,202,10380.0,20.0
10360.0,143,145,10380.0,20.0
10360.0,147,158,10380.0,20.0
10360.0,127,131,10380.0,20.0
10360.0,130,131,10380.0,20.0
10360.0,50,66,10380.0,20.0
10360.0,53,61,10380.0,20.0
10360.0,54,58,10380.0,20.0
10360.0,162,158,10380.0,20.0
10360.0,66,238,10380.0,20.0
10360.0,23,32,10380.0,20.0
10360.0,23,236,10380.0,20.0
10360.0,25,45,10380.0,20.0
10360.0,239,195,10380.0,20.0
10360.0,27,30,10380.0,20.0
10360.0,41,29,10380.0,20.0
10360.0,96,86,10380.0,20.0
10360.0,96,72,10380.0,20.0
10360.0,96,75,10380.0,20.0
10360.0,237,120,10380.0,20.0
10360.0,85,82,10380.0,20.0
10360.0,99,116,10380.0,20.0
10360.0,99,119,10380.0,20.0
10360.0,158,146,10380.0,20.0
10360.0,77,95,10380.0,20.0
10360.0,0,3,10380.0,20.0
10360.0,0,16,10380.0,20.0
10360.0,29,46,10380.0,20.0
10360.0,95,73,10380.0,20.0
10360.0,95,75,10380.0,20.0
10360.0,93,82,10380.0,20.0
10380.0,196,202,10400.0,20.0
10380.0,196,239,10400.0,20.0
10380.0,202,239,10400.0,20.0
10380.0,143,145,10400.0,20.0
10380.0,147,158,10400.0,20.0
10380.0,127,130,10400.0,20.0
10380.0,127,131,10400.0,20.0
10380.0,126,130,10400.0,20.0
10380.0,130,131,10400.0,20.0
10380.0,50,66,10400.0,20.0
10380.0,50,67,10400.0,20.0
10380.0,53,61,10400.0,20.0
10380.0,162,158,10400.0,20.0
10380.0,162,146,10400.0,20.0
10380.0,64,61,10400.0,20.0
10380.0,66,238,10400.0,20.0
10380.0,66,67,10400.0,20.0
10380.0,27,38,10400.0,20.0
10380.0,87,89,10400.0,20.0
10380.0,102,235,10400.0,20.0
10380.0,102,100,10400.0,20.0
10380.0,158,146,10400.0,20.0
10380.0,115,104,10400.0,20.0
10380.0,100,103,10400.0,20.0
10380.0,238,67,10400.0,20.0
10380.0,168,164,10400.0,20.0
10400.0,196,203,10420.0,20.0
10400.0,196,239,10420.0,20.0
10400.0,193,195,10420.0,20.0
10400.0,190,202,10420.0,20.0
10400.0,227,222,10420.0,20.0
10400.0,206,186,10420.0,20.0
10400.0,127,126,10420.0,20.0
10400.0,52,68,10420.0,20.0
10400.0,53,61,10420.0,20.0
10400.0,162,158,10420.0,20.0
10400.0,162,146,10420.0,20.0
10400.0,69,58,10420.0,20.0
10400.0,64,61,10420.0,20.0
10400.0,25,45,10420.0,20.0
10400.0,27,38,10420.0,20.0
10400.0,87,89,10420.0,20.0
10400.0,81,73,10420.0,20.0
10400.0,81,76,10420.0,20.0
10400.0,81,93,10420.0,20.0
10400.0,98,114,10420.0,20.0
10400.0,99,235,10420.0,20.0
10400.0,99,103,10420.0,20.0
10400.0,158,146,10420.0,20.0
10400.0,0,3,10420.0,20.0
10400.0,3,16,10420.0,20.0
10400.0,29,46,10420.0,20.0
10400.0,104,97,10420.0,20.0
10400.0,238,67,10420.0,20.0
10420.0,190,202,10440.0,20.0
10420.0,206,186,10440.0,20.0
10420.0,206,239,10440.0,20.0
10420.0,127,126,10440.0,20.0
10420.0,127,131,10440.0,20.0
10420.0,52,55,10440.0,20.0
10420.0,52,68,10440.0,20.0
10420.0,53,61,10440.0,20.0
10420.0,54,58,10440.0,20.0
10420.0,162,146,10440.0,20.0
10420.0,69,58,10440.0,20.0
10420.0,64,61,10440.0,20.0
10420.0,25,45,10440.0,20.0
10420.0,88,92,10440.0,20.0
10420.0,87,94,10440.0,20.0
10420.0,86,78,10440.0,20.0
10420.0,81,73,10440.0,20.0
10420.0,81,91,10440.0,20.0
10420.0,98,114,10440.0,20.0
10420.0,19,21,10440.0,20.0
10420.0,3,16,10440.0,20.0
10420.0,104,97,10440.0,20.0
10420.0,95,75,10440.0,20.0
10420.0,238,67,10440.0,20.0
10440.0,190,202,10460.0,20.0
10440.0,229,231,10460.0,20.0
10440.0,206,186,10460.0,20.0
10440.0,206,239,10460.0,20.0
10440.0,124,131,10460.0,20.0
10440.0,50,51,10460.0,20.0
10440.0,52,68,10460.0,20.0
10440.0,53,64,10460.0,20.0
10440.0,53,61,10460.0,20.0
10440.0,54,58,10460.0,20.0
10440.0,162,146,10460.0,20.0
10440.0,64,61,10460.0,20.0
10440.0,43,37,10460.0,20.0
10440.0,23,236,10460.0,20.0
10440.0,25,45,10460.0,20.0
10440.0,87,73,10460.0,20.0
10440.0,96,95,10460.0,20.0
10440.0,94,76,10460.0,20.0
10440.0,81,73,10460.0,20.0
10440.0,81,91,10460.0,20.0
10440.0,158,146,10460.0,20.0
10440.0,77,90,10460.0,20.0
10440.0,0,16,10460.0,20.0
10440.0,107,97,10460.0,20.0
10440.0,3,16,10460.0,20.0
10440.0,238,67,10460.0,20.0
10460.0,198,204,10480.0,20.0
10460.0,193,186,10480.0,20.0
10460.0,193,239,10480.0,20.0
10460.0,200,189,10480.0,20.0
